execution_rank,gate_id,gate_name,gate_priority_rank,execution_milestone,execution_milestone_rank,execution_milestone_description,queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,work_package_focus,hardening_requirement,requirement_priority,action_class,dependency_type,dependency_status,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,acceptance_ready_now,hardening_status,blocking_gap,required_next_evidence,evidence_summary,evidence_source
264,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",10,P1,S10,not_supported_by_current_product,research_only,WP8,tail_loss_validation,8,tail_risk_validation,internal_tail_risk_replay_plus_acceptance_thresholds,missing_required_evidence,1pct tail trade loss within current limit and no tail breach under current profile,0 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=0,missing_tail_loss_sensitivity,False,False,False,missing_required_acceptance_evidence,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
265,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,strategy_full_run_coverage,3,acceptance_run_coverage,internal_full_run_event_lifecycle_engine,missing_required_evidence,strategy has lifecycle risk rows across deployable profiles and all fill models,0 lifecycle rows; profiles=0; fill_models=0; support_level=not_supported_by_current_product,missing_current_proxy_run,False,False,False,missing_required_acceptance_evidence,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
266,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,daily_equity_curve_and_halt_coverage,4,risk_state_persistence,internal_full_run_event_lifecycle_engine,missing_required_evidence,"daily equity curves, halt state and loss-limit state for every traded day",0 daily rows over up to 0 trade dates,missing_daily_risk_state,False,False,False,missing_required_acceptance_evidence,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
267,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,daily_loss_limit_validation,5,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,missing_required_evidence,no acceptance-run daily-loss breach or unhandled halt under current limits,0 severity rows; current_limit_pass_rows=0,missing_daily_loss_summary,False,False,False,missing_required_acceptance_evidence,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
268,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,drawdown_breach_validation,6,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,missing_required_evidence,no acceptance-run drawdown breach under current limits,0 severity rows; high_severity_rows=0,missing_drawdown_summary,False,False,False,missing_required_acceptance_evidence,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
269,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,position_limit_validation,7,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,missing_required_evidence,no acceptance-run position-limit breach under current limits,0 severity rows; current_limit_pass_rows=0,missing_position_limit_summary,False,False,False,missing_required_acceptance_evidence,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
270,G04_risk,risk,1,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",11,P1,S11,not_supported_by_current_product,risk_filter_only,WP8,tail_loss_validation,8,tail_risk_validation,internal_tail_risk_replay_plus_acceptance_thresholds,missing_required_evidence,1pct tail trade loss within current limit and no tail breach under current profile,0 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=0,missing_tail_loss_sensitivity,False,False,False,missing_required_acceptance_evidence,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,breach_rows=0; high_breach_rows=0; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
271,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",12,P2,S01,runnable_proxy,priority,WP8/WP10,zerodha_order_formula_ready,3,documented_cost_formula_validation,documented_zerodha_charge_formula_and_cost_catalog,proxy_to_upgrade,documented Zerodha equity-intraday charge formulas applied to P&L proxy,formula_ready=True,zerodha_formula_proxy_ready_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Documented formulas exist, but formula evidence alone is not broker reconciliation.",Retain Zerodha formula evidence and reconcile charges against broker contract notes where available.,net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
272,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",12,P2,S01,runnable_proxy,priority,WP8/WP10,latency_slippage_stress_confirmation,4,latency_slippage_acceptance_run,internal_event_lifecycle_latency_slippage_replay,proxy_to_upgrade,retail and stressed latency/slippage profiles evaluated and economically viable,profiles_present=retail_marketable_default;stressed_retail;zero_latency_spread_only_control; retail_stress_positive=1/2,latency_slippage_proxy_profiles_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Latency and slippage stress exists as Phase 12 proxy settings, not acceptance-grade execution evidence.","Run tick/event lifecycle execution with calibrated retail latency, slippage stress and cancel/reject behavior.",net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
273,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",12,P2,S01,runnable_proxy,priority,WP8/WP10,retail_and_stress_net_positive,5,net_profitability_validation,internal_full_run_economic_replay_plus_acceptance_thresholds,proxy_to_upgrade,net-positive after costs in retail and stressed deployable profiles,1/2 retail/stress profile rows net-positive,proxy_frontier_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Current proxy does not prove persistent positive economics after realistic costs, slippage and latency.","Run acceptance-grade event/tick P&L with deployable retail and stressed profiles, then require positive net results.",net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
274,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",12,P2,S01,runnable_proxy,priority,WP8/WP10,stressed_profile_net_positive,6,net_profitability_validation,internal_stress_profile_economic_replay,proxy_to_upgrade,stressed retail profile net-positive after all costs,0/1 stressed profile rows net-positive,proxy_stress_row_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,Stressed-profile economics are proxy-only and may be nonpositive.,"Require stressed-profile net profitability under acceptance fills, costs and latency.",net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
275,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",12,P2,S01,runnable_proxy,priority,WP8/WP10,risk_adjusted_economic_joint_pass,7,risk_adjusted_economic_validation,internal_joined_economic_and_risk_acceptance_evidence,proxy_to_upgrade,net-positive economics jointly clears lifecycle risk-pass criteria,0 all-profile joint-pass rows; 0 retail/stress joint-pass rows,risk_adjusted_proxy_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,Risk-adjusted frontier is proxy-only and currently has no retail/stress joint pass.,Join acceptance-grade economic P&L to acceptance-grade risk state and require joint pass.,net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
276,G02_economic,economic,2,M05_full_lifecycle_risk_and_economic_replay,5,"Run full event/lifecycle risk, guardrail, slippage, tail-risk and risk-adjusted economic acceptance replays.",13,P2,S02,runnable_proxy,priority,WP8/WP10,zerodha_order_formula_ready,3,documented_cost_formula_validation,documented_zerodha_charge_formula_and_cost_catalog,proxy_to_upgrade,documented Zerodha equity-intraday charge formulas applied to P&L proxy,formula_ready=True,zerodha_formula_proxy_ready_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Documented formulas exist, but formula evidence alone is not broker reconciliation.",Retain Zerodha formula evidence and reconcile charges against broker contract notes where available.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
