shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-C-003-D07-T-BAJAJ-AUTO-quick_recovery,Q-C-003-D07-BAJAJ-AUTO,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BAJAJ-AUTO,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-189.3417,113.605,4.8157,3.8057,4.0641,0.365,0.6128,-0.386,2.8233,10,0.6226
Q-C-003-D07-T-BAJAJ-AUTO-continuation,Q-C-003-D07-BAJAJ-AUTO,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BAJAJ-AUTO,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-351.4598,-158.1569,5.8729,2.7636,2.514,0.5052,0.5384,-0.5967,3.0346,45,0.1226
Q-C-003-D07-T-BANKBEES-positive_shock,Q-C-003-D07-BANKBEES,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BANKBEES,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,45,211.7006,0.5984,4.7086,4.2751,3.0646,0.5643,0.4946,0.5674,2.3529,60,0.4882
Q-C-003-D07-T-BANKBEES-negative_shock,Q-C-003-D07-BANKBEES,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BANKBEES,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-244.8629,6.1409,5.8184,2.2596,3.8177,0.4527,0.6002,-0.4196,2.225,60,0.3366
Q-C-003-D07-T-BANKBEES-quick_recovery,Q-C-003-D07-BANKBEES,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BANKBEES,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-95.4742,57.2845,5.5288,3.137,2.7027,0.4205,0.51,-0.6364,2.175,15,0.7682
Q-C-003-D07-T-BANKBEES-continuation,Q-C-003-D07-BANKBEES,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BANKBEES,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-64.7381,-29.1322,2.9967,2.7826,3.8342,0.4866,0.7741,-0.5929,3.0126,120,0.1505
Q-C-003-D07-T-BHARTIARTL-positive_shock,Q-C-003-D07-BHARTIARTL,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BHARTIARTL,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,10:45:00,30,200.9675,16.1877,4.0587,2.2075,2.3507,0.6882,0.2482,0.4323,2.3614,60,0.2886
Q-C-003-D07-T-BHARTIARTL-negative_shock,Q-C-003-D07-BHARTIARTL,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BHARTIARTL,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-106.6853,20.6255,6.3248,3.9187,3.3949,0.3263,0.6589,-0.3788,1.8108,30,0.4727
Q-C-003-D07-T-BHARTIARTL-quick_recovery,Q-C-003-D07-BHARTIARTL,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BHARTIARTL,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-225.2817,135.169,5.1098,3.8746,1.9515,0.4842,0.6296,-0.3926,2.6859,15,0.8259
Q-C-003-D07-T-BHARTIARTL-continuation,Q-C-003-D07-BHARTIARTL,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BHARTIARTL,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-230.0007,-103.5003,3.5153,4.1175,2.6764,0.2314,0.7551,-0.646,1.7543,45,0.0975
Q-C-003-D07-T-BPCL-positive_shock,Q-C-003-D07-BPCL,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BPCL,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,60,157.6418,-3.9316,5.3524,3.7784,2.4704,0.7706,0.4313,0.3688,2.5874,60,0.2744
Q-C-003-D07-T-BPCL-negative_shock,Q-C-003-D07-BPCL,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BPCL,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-190.5998,24.2245,3.7087,3.5556,2.8372,0.4736,0.4914,-0.8305,2.2737,45,0.4617
Q-C-003-D07-T-BPCL-quick_recovery,Q-C-003-D07-BPCL,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BPCL,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-134.9829,80.9897,6.3331,1.9866,3.2783,0.2535,0.7752,-0.7505,1.8465,5,0.6708
Q-C-003-D07-T-BPCL-continuation,Q-C-003-D07-BPCL,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BPCL,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-166.1911,-74.786,3.9367,3.4087,3.6792,0.3922,0.5752,-0.5159,2.3152,45,0.0611
Q-C-003-D07-T-BRITANNIA-positive_shock,Q-C-003-D07-BRITANNIA,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BRITANNIA,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,60,262.2732,21.4747,5.5935,2.4914,2.7395,0.6789,0.4467,0.3653,2.8266,60,0.3045
Q-C-003-D07-T-BRITANNIA-negative_shock,Q-C-003-D07-BRITANNIA,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BRITANNIA,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-59.5981,-6.1436,4.9402,3.6722,2.4747,0.4015,0.6275,-0.6007,2.6655,60,0.3876
Q-C-003-D07-T-BRITANNIA-quick_recovery,Q-C-003-D07-BRITANNIA,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BRITANNIA,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-77.7074,46.6245,3.3731,4.2878,2.4466,0.2768,0.6257,-0.8227,2.9705,10,0.8294
Q-C-003-D07-T-BRITANNIA-continuation,Q-C-003-D07-BRITANNIA,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BRITANNIA,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-82.8586,-37.2864,4.2648,3.9133,2.2651,0.2315,0.5547,-0.661,1.7519,60,0.1526
Q-C-003-D07-T-CIPLA-positive_shock,Q-C-003-D07-CIPLA,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,CIPLA,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,60,201.9613,-23.509,5.5221,2.4975,2.3128,0.5527,0.232,0.6472,2.686,60,0.486
Q-C-003-D07-T-CIPLA-negative_shock,Q-C-003-D07-CIPLA,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,CIPLA,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-276.4996,42.8975,6.3647,2.9752,3.8434,0.3321,0.7591,-0.4122,1.8978,45,0.2251
Q-C-003-D07-T-CIPLA-quick_recovery,Q-C-003-D07-CIPLA,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,CIPLA,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-83.6154,50.1693,3.4304,4.1326,2.4296,0.3327,0.6378,-0.7586,2.0684,10,0.5853
Q-C-003-D07-T-CIPLA-continuation,Q-C-003-D07-CIPLA,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,CIPLA,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-197.6566,-88.9455,5.6239,2.5412,2.5014,0.2963,0.5951,-0.7284,2.9632,90,0.0872
Q-C-003-D07-T-DRREDDY-positive_shock,Q-C-003-D07-DRREDDY,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,DRREDDY,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,30,158.1436,-10.7126,4.6075,3.3652,3.3557,0.5866,0.4857,0.3628,2.1403,45,0.3373
Q-C-003-D07-T-DRREDDY-negative_shock,Q-C-003-D07-DRREDDY,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,DRREDDY,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-328.7937,-27.1641,6.4203,2.8706,4.0652,0.4866,0.7367,-0.3272,2.7723,60,0.4598
Q-C-003-D07-T-DRREDDY-quick_recovery,Q-C-003-D07-DRREDDY,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,DRREDDY,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-195.7434,117.446,4.8336,3.3886,2.6257,0.3906,0.6227,-0.574,2.7948,15,0.6441
Q-C-003-D07-T-DRREDDY-continuation,Q-C-003-D07-DRREDDY,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,DRREDDY,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,-303.4638,-136.5587,3.561,3.2464,3.7242,0.4245,0.5317,-0.7452,1.862,90,0.1747
Q-C-003-D07-T-GOLDBEES-positive_shock,Q-C-003-D07-GOLDBEES,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,GOLDBEES,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,20,164.8419,27.2372,3.8088,2.4313,2.9109,0.5034,0.3444,0.288,2.1778,45,0.3618
Q-C-003-D07-T-GOLDBEES-negative_shock,Q-C-003-D07-GOLDBEES,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,GOLDBEES,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-176.1926,9.0246,5.453,2.1916,3.0964,0.3384,0.5504,-0.8324,2.4215,15,0.3216
Q-C-003-D07-T-GOLDBEES-quick_recovery,Q-C-003-D07-GOLDBEES,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,GOLDBEES,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-99.9925,59.9955,5.1164,3.3973,2.8646,0.4594,0.6214,-0.6255,1.9184,5,0.7827
Q-C-003-D07-T-GOLDBEES-continuation,Q-C-003-D07-GOLDBEES,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,GOLDBEES,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-328.1707,-147.6768,4.551,2.4327,3.0994,0.4629,0.5484,-0.2923,2.4893,60,0.079
Q-C-003-D07-T-HINDUNILVR-positive_shock,Q-C-003-D07-HINDUNILVR,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,HINDUNILVR,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,45,290.6194,48.3847,3.7558,3.9607,2.7769,0.6962,0.2592,0.3746,2.8923,60,0.4558
Q-C-003-D07-T-HINDUNILVR-negative_shock,Q-C-003-D07-HINDUNILVR,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,HINDUNILVR,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,60,-164.8769,-14.0883,5.8788,2.1845,2.0213,0.2903,0.6238,-0.6282,2.8946,30,0.3652
Q-C-003-D07-T-HINDUNILVR-quick_recovery,Q-C-003-D07-HINDUNILVR,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,HINDUNILVR,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-191.5345,114.9207,4.6465,3.3007,3.5081,0.3371,0.5631,-0.6106,1.9855,5,0.7496
Q-C-003-D07-T-HINDUNILVR-continuation,Q-C-003-D07-HINDUNILVR,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,HINDUNILVR,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,20,-113.9397,-51.2729,3.0627,2.0644,2.7268,0.3329,0.5174,-0.7158,2.544,90,0.1627
Q-C-003-D07-T-ITBEES-positive_shock,Q-C-003-D07-ITBEES,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITBEES,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,45,35.0874,-6.8437,5.8919,2.7233,2.5112,0.5837,0.4442,0.6399,2.5128,60,0.3635
Q-C-003-D07-T-ITBEES-negative_shock,Q-C-003-D07-ITBEES,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-169.8937,-19.1295,3.9827,2.8351,3.0116,0.4474,0.5068,-0.4545,2.2725,45,0.2363
Q-C-003-D07-T-ITBEES-quick_recovery,Q-C-003-D07-ITBEES,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,15,-169.8509,101.9105,4.1777,4.3044,3.6286,0.4092,0.7742,-0.4303,2.5674,10,0.5587
Q-C-003-D07-T-ITBEES-continuation,Q-C-003-D07-ITBEES,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-217.1206,-97.7043,5.6389,2.8801,2.4682,0.4937,0.4937,-0.6186,2.1848,60,0.211
Q-C-003-D07-T-ITC-positive_shock,Q-C-003-D07-ITC,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITC,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,30,37.0744,-1.9832,4.8149,2.9507,3.8526,0.7168,0.3643,0.477,2.3277,15,0.3913
Q-C-003-D07-T-ITC-negative_shock,Q-C-003-D07-ITC,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITC,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,-79.2106,4.5127,6.469,2.1481,3.5944,0.3783,0.7656,-0.5224,2.6726,45,0.2694
Q-C-003-D07-T-ITC-quick_recovery,Q-C-003-D07-ITC,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITC,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-136.2474,81.7484,6.5985,2.9629,3.3388,0.4883,0.4995,-0.2968,1.7635,10,0.6421
Q-C-003-D07-T-ITC-continuation,Q-C-003-D07-ITC,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ITC,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-293.9213,-132.2646,3.6572,3.6186,2.5866,0.2813,0.7044,-0.6964,2.1311,90,0.1743
Q-C-003-D07-T-JUNIORBEES-positive_shock,Q-C-003-D07-JUNIORBEES,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,JUNIORBEES,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,14:45:00,45,368.1887,67.0578,5.3563,2.7653,2.1723,0.6421,0.4892,0.6322,2.607,45,0.2475
Q-C-003-D07-T-JUNIORBEES-negative_shock,Q-C-003-D07-JUNIORBEES,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,JUNIORBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-185.4707,1.1129,5.5473,3.0419,3.0747,0.4517,0.672,-0.4243,2.1978,45,0.3121
Q-C-003-D07-T-JUNIORBEES-quick_recovery,Q-C-003-D07-JUNIORBEES,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,JUNIORBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,30,-81.4225,48.8535,4.4058,2.4578,2.4285,0.2375,0.6927,-0.5264,2.498,5,0.6605
Q-C-003-D07-T-JUNIORBEES-continuation,Q-C-003-D07-JUNIORBEES,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,JUNIORBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-203.6953,-91.6629,4.0734,3.2208,3.0489,0.3688,0.7002,-0.7774,2.7741,45,0.0861
Q-C-003-D07-T-KOTAKBANK-positive_shock,Q-C-003-D07-KOTAKBANK,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,KOTAKBANK,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,60,337.4259,9.5063,4.9272,4.1449,2.7805,0.592,0.496,0.7678,2.7354,60,0.386
Q-C-003-D07-T-KOTAKBANK-negative_shock,Q-C-003-D07-KOTAKBANK,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,KOTAKBANK,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-268.3246,-4.3822,5.1319,2.914,2.0979,0.4924,0.6344,-0.6536,2.3696,60,0.3927
Q-C-003-D07-T-KOTAKBANK-quick_recovery,Q-C-003-D07-KOTAKBANK,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,KOTAKBANK,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,30,-42.1265,25.2759,5.9937,2.6884,3.8667,0.4077,0.5713,-0.6777,1.969,15,0.6059
Q-C-003-D07-T-KOTAKBANK-continuation,Q-C-003-D07-KOTAKBANK,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,KOTAKBANK,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-150.8073,-67.8633,4.5648,3.7801,3.0525,0.4565,0.7076,-0.8075,1.9704,45,0.1601
Q-C-003-D07-T-NESTLEIND-positive_shock,Q-C-003-D07-NESTLEIND,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,NESTLEIND,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,30,374.4647,-15.6529,6.4568,3.1907,3.5244,0.7502,0.4924,0.549,2.8593,15,0.2742
Q-C-003-D07-T-NESTLEIND-negative_shock,Q-C-003-D07-NESTLEIND,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,NESTLEIND,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-351.4077,-9.8853,4.9578,3.753,4.2886,0.2436,0.7422,-0.583,1.8369,60,0.2045
Q-C-003-D07-T-NESTLEIND-quick_recovery,Q-C-003-D07-NESTLEIND,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,NESTLEIND,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-84.27,50.562,5.7924,2.8021,3.7516,0.4895,0.7633,-0.3389,1.8086,15,0.6236
Q-C-003-D07-T-NESTLEIND-continuation,Q-C-003-D07-NESTLEIND,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,NESTLEIND,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-70.6707,-31.8018,3.6446,4.3309,3.3996,0.4185,0.6043,-0.5815,2.0134,120,0.175
Q-C-003-D07-T-ONGC-positive_shock,Q-C-003-D07-ONGC,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ONGC,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,358.5152,-7.1685,4.7608,3.1155,2.9584,0.6318,0.3118,0.615,2.2957,60,0.2392
Q-C-003-D07-T-ONGC-negative_shock,Q-C-003-D07-ONGC,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ONGC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-226.6353,-12.2341,5.2678,2.8758,3.8046,0.4032,0.5717,-0.4263,2.5635,45,0.4456
Q-C-003-D07-T-ONGC-quick_recovery,Q-C-003-D07-ONGC,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ONGC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-30.7406,18.4443,4.5171,3.7358,2.0484,0.5175,0.5735,-0.3504,2.0922,15,0.7767
Q-C-003-D07-T-ONGC-continuation,Q-C-003-D07-ONGC,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ONGC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-113.6025,-51.1211,6.2668,3.014,4.0313,0.3151,0.711,-0.3383,2.0786,120,0.2491
Q-C-003-D07-T-SUNPHARMA-positive_shock,Q-C-003-D07-SUNPHARMA,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,SUNPHARMA,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,125.533,-12.227,4.2671,2.7956,2.2716,0.692,0.486,0.4321,2.527,45,0.541
Q-C-003-D07-T-SUNPHARMA-negative_shock,Q-C-003-D07-SUNPHARMA,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,SUNPHARMA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-147.2594,20.1329,6.3461,2.3538,3.4542,0.2384,0.7608,-0.3714,2.3061,15,0.3743
Q-C-003-D07-T-SUNPHARMA-quick_recovery,Q-C-003-D07-SUNPHARMA,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,SUNPHARMA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-103.5508,62.1305,3.1324,3.4861,3.28,0.4543,0.6605,-0.3098,1.9632,10,0.6356
Q-C-003-D07-T-SUNPHARMA-continuation,Q-C-003-D07-SUNPHARMA,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,SUNPHARMA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-280.7362,-126.3313,3.4933,3.6467,1.9693,0.2935,0.5704,-0.6819,2.3993,90,0.2312
Q-C-011-D12-M-no_shock,Q-C-011-D12,no_shock,Q-C,11,2026-07-28,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,14:00:00,30,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2,45,0.5273
Q-C-011-D12-M-positive_shock,Q-C-011-D12,positive_shock,Q-C,11,2026-07-28,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,14:00:00,60,32.5206,1.8279,3.416,3.1705,1.9275,0.8778,0.5785,0.5982,2.025,15,0.4696
Q-C-011-D12-M-negative_shock,Q-C-011-D12,negative_shock,Q-C,11,2026-07-28,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-30.8095,-3.5396,2.5,3.4441,2.5078,0.5862,0.9854,-0.4436,1.9402,15,0.4385
Q-C-011-D12-M-quick_recovery,Q-C-011-D12,quick_recovery,Q-C,11,2026-07-28,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,60,-23.0223,13.8134,3.1867,2.6422,2.05,0.4522,0.7356,-0.7997,1.8423,15,0.6505
